,GSM175786,GSM175787,GSM175788,GSM176082,GSM176083,GSM176084,GSM176085,GSM176086,GSM176087,GSM176088,GSM176089,GSM176090,GSM176091,GSM176092,GSM176234,GSM176236,GSM176238,GSM176240,GSM176039,GSM176040,GSM176041,GSM176043,GSM176093,GSM176094,GSM176095,GSM176096,GSM176097,GSM176098,GSM176099,GSM176100,GSM176101,GSM176127,GSM176132,GSM176137,GSM176141,GSM176142,GSM176143,GSM176144,GSM176145,GSM176146,GSM176319
GRHL1,6.5243025,3.6139092,1.1898395,16.601496,17.290041,1.0336405,4.3050694,6.540737,10.888354,7.4405627,7.218253,9.186446,0.4582845,1.6120065,5.2488856,6.8084674,6.165872,8.694209,18.91517,1.2595586,3.1038272,28.327345,35.782272,30.967396,45.004147,47.866108,44.053726,32.906834,18.845993,19.461777,16.425976,10.052322,15.205961,30.422941,47.898834,173.00734,10.926687,0.9159106,5.6055536,10.029771,32.333454
HEY2,39.5356,17.58278,4.246101,24.243286,4.053864,6.038208,19.54327,32.173615,22.10105,7.6672873,5.5327864,8.024393,15.476137,43.562496,2.5228436,10.881085,1.9237411,3.8652244,40.238575,22.02181,55.06602,39.270046,201.2041,162.02594,205.35295,28.666597,138.03041,77.64152,141.35043,107.09736,112.86984,19.303455,25.79609,102.72342,56.931843,183.41232,27.44133,18.091827,9.122504,26.738625,239.62071
TSHZ1,472.08044,323.97223,445.35007,439.29202,587.0072,326.69247,371.56934,305.85828,322.91626,278.9913,284.2623,261.7263,442.4538,322.11996,553.25134,160.34196,109.128815,258.90298,160.4099,44.338417,238.08278,177.2147,154.17361,140.16971,91.82339,235.40585,138.80493,211.58998,95.43367,78.35926,148.9526,185.92688,68.96697,126.84053,171.21945,180.07288,123.39611,154.85165,122.87004,155.04495,493.10846
FOXP1,462.86002,441.55533,406.83102,557.9578,629.8431,468.23132,654.3056,512.7869,442.74692,517.8555,379.49075,502.4435,492.89395,299.1327,617.09814,275.05673,250.31586,321.32623,188.6068,295.73764,142.35088,144.34373,118.00048,119.99676,99.05549,350.20825,95.03194,192.57161,138.45116,107.91469,103.44077,172.38885,178.26318,104.22355,338.71286,136.94682,227.19296,439.70184,271.28403,405.50485,254.93752
ZNF275,674.8914,528.7077,438.90585,357.90558,610.6002,343.6554,572.24756,369.87878,344.5969,303.59946,382.56094,276.18268,444.31088,427.7885,660.30743,164.47118,197.3487,246.17996,128.70906,66.55133,115.32823,125.7915,147.59392,97.74308,128.0646,73.2911,112.05528,145.93687,145.8273,86.78501,141.7865,65.97507,82.728355,196.02675,118.06676,110.79871,71.842415,122.69832,100.52228,82.74273,319.2981
JAZF1,55.990177,43.518867,90.61071,107.77777,115.14741,69.9442,85.36443,92.34087,131.22128,47.729107,88.09477,47.121014,70.18591,93.59818,79.32152,51.232574,93.29587,53.445145,117.119865,191.53976,89.21246,235.54063,323.65298,216.17155,251.31888,233.22241,416.4943,176.98895,242.63261,139.35942,215.7483,100.88054,137.08025,198.64456,727.6921,468.28152,474.02994,635.11694,663.2063,815.2328,325.13107
MECOM,18.214104,14.967042,23.54955,109.58911,32.72315,14.317813,42.32973,57.293755,43.28719,38.054935,52.78837,33.08032,50.38715,37.43442,10.401489,13.672364,9.5290575,13.064364,266.98584,27.076937,274.02197,173.80501,517.14557,338.06757,308.67847,142.57677,214.16435,381.78467,397.03104,179.73643,219.66953,29.143517,34.082092,164.1156,139.18327,161.34236,40.78133,55.22483,45.84495,97.46741,337.7811
ZNF521,113.40546,123.38938,113.55803,127.13271,43.98863,112.21272,196.8537,134.81575,137.99672,147.39497,153.53235,140.1299,119.300896,65.62113,68.441895,32.204506,24.625172,50.152016,31.013668,134.64743,38.40392,35.140896,12.728939,17.715902,24.281216,33.798573,33.58071,44.46571,22.867071,13.693448,19.05702,14.700046,32.528973,26.226505,77.19847,50.368824,149.52208,97.8528,95.694954,180.18834,48.069324
HEYL,67.59235,121.92781,40.51071,84.76801,43.13487,23.06542,24.172882,38.133377,42.206894,44.613262,32.28399,46.494133,38.698956,124.99134,50.37843,17.694876,16.709816,30.182425,56.450027,43.79338,54.851242,72.40845,269.06665,110.931915,130.33282,43.757248,126.97808,111.69208,112.25756,129.94737,154.50562,39.40527,68.88143,170.88695,57.327877,108.499985,106.53266,112.07474,65.0843,68.51873,243.3954
E2F7,4.825093,9.862016,5.332294,15.745349,4.970305,3.0683494,0.5723937,8.482005,3.1117554,6.088127,3.9278998,7.476388,0.28760597,60.1515,7.2746773,3.2418153,8.404587,6.7774196,29.419153,4.4475174,17.96001,26.897886,97.8976,48.500927,28.923489,5.5071635,36.12223,24.817808,47.404514,28.763697,49.420773,3.533295,6.6760592,48.511097,8.177035,26.391293,8.278552,5.3373175,6.00825,0.30322915,97.82505
PGR,259.45554,171.7031,194.84428,515.5673,365.26224,122.813034,436.42203,136.11247,242.21617,305.89682,516.3456,288.70767,194.37854,189.43005,215.51714,46.297523,242.78409,100.60688,986.4786,522.5518,1008.43536,900.18066,3674.9167,2271.0369,3257.0234,665.3173,2510.0027,1720.0962,3793.432,1886.1206,2165.2046,316.41644,686.3198,2122.7534,1670.1655,2864.7925,1040.3748,2563.8389,1736.1783,1752.8812,3498.6606
HOXB3,36.314526,10.134195,20.800573,53.338554,23.31223,12.402637,10.00328,33.21238,110.11456,7.067089,62.45324,38.846397,8.826385,30.650545,31.34337,46.48106,61.687492,43.545567,270.64288,169.49448,256.05743,267.7597,333.99078,393.10916,390.44336,197.3761,373.89987,329.88898,466.84375,186.82959,219.26335,143.20256,116.126595,429.30795,266.6342,382.61847,113.78349,108.19112,125.91776,151.78838,688.23376
PRDM1,65.277054,39.453644,68.60318,124.51917,202.3148,66.99381,35.52446,95.488464,119.670204,43.05775,87.954,45.18885,55.970097,26.163157,41.262333,50.49328,229.22366,85.065994,422.96344,41.67407,311.8878,455.60886,395.58658,307.01178,227.83582,1079.8906,467.28888,915.49963,275.90497,139.75812,321.75226,181.43915,148.9329,215.8261,203.89188,276.81592,26.365942,28.496298,22.436016,28.877598,423.4986
SALL1,11.634344,11.54212,29.503838,34.51072,48.080563,8.98896,5.362132,14.075837,27.319424,15.481124,11.673128,8.776009,7.998426,8.385189,27.356544,3.048485,20.474552,18.244392,165.98943,80.72011,170.49252,151.75174,240.23059,153.5721,170.94739,120.84809,182.63155,225.74084,194.10667,117.260796,198.84131,87.04749,149.9746,167.41298,146.28748,184.87166,73.83205,79.02059,50.70419,26.09107,405.06042
TFCP2L1,1.0366021,1.2882314,2.4324803,1.1830229,1.7610075,1.3431358,1.1321878,3.4217958,1.7000102,1.705888,1.0395269,1.9126313,1.3256863,1.1524125,2.3866313,4.020011,2.171949,1.121562,15.298688,2.2533717,8.767824,14.416196,4.403214,12.637465,8.667233,13.075486,3.9941642,1.6040157,2.024371,3.2050154,6.059434,2.9897807,2.8547175,1.6194164,1.1345618,33.83305,2.522676,0.86005723,0.9307852,0.9527155,2.3648775
PROX1,47.950874,34.462605,31.23962,39.39299,73.20068,30.065376,47.60609,37.95341,17.456398,31.705633,12.091339,28.572704,39.832634,19.13848,33.2123,25.337046,10.576613,15.467525,16.446169,11.457208,10.81317,19.437819,9.297543,12.870076,11.111156,9.08366,7.463866,12.88997,7.5531926,3.597178,0.69844663,14.023301,1.5440534,6.5596795,12.266947,11.477874,1.4029208,9.150551,5.24933,22.654861,17.623564
HOXD10,39.90084,28.090311,64.914444,94.15416,109.20623,38.943993,36.41172,60.684788,122.07558,20.708286,92.66289,41.92556,47.968296,24.992495,43.46994,26.64821,143.95856,79.6602,585.6129,253.88972,429.03012,476.8139,348.34814,327.91824,246.2599,175.7614,257.6415,551.6278,252.24715,164.29599,335.10028,339.77286,487.70325,281.5617,559.47845,353.5424,303.3929,559.4347,377.37836,402.96036,1041.0396
TWIST2,150.42635,194.54836,84.49123,84.84335,105.57668,57.03524,92.224174,72.18861,101.7221,62.978012,101.315315,79.81594,79.36336,65.22709,76.17492,23.733404,149.62813,61.84755,189.58215,37.08829,195.83199,265.5352,602.02856,396.26306,483.38132,446.41837,341.22128,371.62872,489.22702,428.00696,524.89874,151.02403,100.3932,338.17023,290.8343,271.6504,119.29704,92.5911,108.52585,78.13604,540.3261
ZNF367,14.048151,5.137195,6.3036957,13.799548,16.224588,5.9367013,6.7651033,7.6161227,12.053023,14.17872,2.9690835,5.539017,1.130899,33.349346,6.4374156,8.504111,5.3419867,5.1702375,27.781435,7.1986623,10.732156,56.054825,127.558784,84.5446,81.54644,13.010807,102.83717,43.52004,66.3714,46.442978,80.949715,10.074034,11.592257,67.377335,16.64286,54.920273,7.346379,15.054455,9.985091,16.470821,116.55133
HOXB8,8.292396,4.9138155,5.457995,11.125559,5.1114907,6.0717506,5.955413,0.6214251,8.4088545,4.102407,7.792581,3.1919641,8.493328,10.359739,7.8591337,4.294897,9.204892,5.1811366,44.86326,11.5773535,35.468124,28.338402,36.475563,36.681736,29.753038,24.447607,29.554518,45.871716,36.909107,31.662981,24.124964,17.126986,12.864998,57.559082,21.027037,31.88664,6.8243327,5.637701,0.70330566,0.33514196,71.16305
SOX17,40.377174,63.57832,23.651237,80.70693,61.649055,33.164577,42.716423,37.901737,35.266174,28.382912,64.26773,34.920616,42.52648,33.317184,8.9758005,17.122383,17.38659,20.380724,258.64917,23.815926,328.36502,111.297844,849.68866,976.63934,811.97394,111.05537,702.99664,660.40063,680.989,443.43924,460.5044,82.0301,59.160393,376.98172,100.05267,678.7426,47.11123,50.828228,36.653587,41.096554,976.7745
RUNX2,46.052467,37.02165,220.83322,213.59372,78.215324,104.96077,42.07208,170.06981,306.04993,66.90269,79.222565,58.14688,78.1733,615.88934,181.80522,36.297184,64.20303,96.692535,55.9309,41.186214,59.07526,70.03524,49.222324,52.80909,24.767893,49.27997,70.7996,99.085495,35.311726,21.436253,39.781097,53.45741,10.766511,18.984886,40.658092,42.419758,29.241196,46.416325,20.356083,29.892035,75.901634
NPAS3,27.911444,25.4317,11.513966,26.376612,12.825584,13.043161,11.454408,0.81026757,13.984574,6.467884,13.434163,3.0022087,1.2862093,11.897339,15.063476,11.189943,2.2474866,7.290811,41.474567,7.7975235,37.56656,15.809385,151.19951,66.997505,65.70838,15.88599,84.455795,29.34888,153.37845,83.180275,39.230156,24.856739,26.9833,76.97747,12.920089,50.63149,16.048492,9.355997,2.5428448,6.5411453,331.35406
HOXA3,65.22708,15.21051,14.899191,26.42846,12.019135,13.858823,10.67311,11.625548,71.07335,4.2515063,16.094097,28.221031,9.888872,14.0972395,26.659958,18.494398,41.124462,27.423912,78.72434,38.054543,73.771965,53.853077,102.62518,38.757027,68.42426,57.62521,93.49631,65.89979,57.795044,33.571594,48.458824,53.25405,86.96134,86.37241,114.92961,45.698727,41.463684,51.126682,37.08724,67.785805,135.50385
ZNF540,74.97294,53.200848,62.939793,29.192238,32.80906,34.529823,49.848984,32.60966,33.365345,48.194378,32.915974,31.239052,28.178173,8.097257,20.717112,14.204054,20.960539,14.453896,19.139246,46.602074,24.691353,7.8352213,4.2048464,5.07066,1.5076491,4.4675093,10.350883,13.236144,3.3961883,0.70504886,1.1385012,39.79138,45.492737,2.1909895,22.765997,25.493267,30.54553,25.001781,17.01105,39.85969,43.366684
ARX,1003.0705,1284.7788,533.6085,346.8591,1078.1903,390.03513,1179.6879,574.81775,461.70483,702.6144,694.1109,448.91544,609.70605,366.92145,275.02792,79.29978,159.0559,221.79982,4.473996,0.9938637,7.7472715,1.4624121,0.5156725,1.5508943,1.595771,8.516432,6.09794,5.3112283,1.107895,0.77556264,8.691571,1.951046,8.844873,0.8712334,1.7490419,5.614911,1.2828134,0.7938795,0.5078554,1.6726116,20.751228
MKX,29.437729,9.799454,19.450798,44.456097,37.202835,17.011848,37.60665,32.557724,29.075283,19.841251,25.425877,5.577761,47.37109,11.029596,16.885616,8.011871,9.251227,5.370013,0.96709615,3.4307709,4.2260494,2.356719,0.63040936,1.178697,0.7026193,0.27431238,1.1614786,0.2536199,0.8526613,0.4478644,0.83030295,3.5135536,5.980107,1.4700646,0.6843565,3.1950386,7.0935936,8.085334,7.982403,8.800752,1.5445961
DLX6,6.0515995,7.080343,6.220468,15.911568,0.8658187,0.93645304,0.44903857,5.7682624,2.4452293,0.51451,4.065474,3.9963586,7.0132937,0.6867549,8.576837,1.7284456,4.552088,0.3567789,126.01104,4.512242,118.3945,99.864006,185.56572,228.2183,236.57492,69.38862,199.02101,180.08748,205.27092,116.098495,147.06085,24.99652,14.417157,72.49575,46.26018,242.6038,3.5999405,0.23697618,4.4944563,0.55507797,202.55823
CASZ1,11.756465,12.730719,15.134663,13.821964,12.405513,8.701957,11.012015,9.643218,10.100671,17.056221,12.614543,5.8954015,18.398922,14.818258,6.555184,6.32834,4.660548,0.3411435,26.596035,11.049657,11.721531,12.209529,36.23353,47.871212,54.24235,64.548355,35.719257,39.481953,38.213425,26.327536,15.481746,4.1582055,20.004105,14.068439,176.43842,53.941456,33.372643,51.054276,55.85711,36.133633,46.047802
BNC2,61.445496,93.189995,40.402107,33.285313,70.00415,31.382206,49.277195,33.35455,42.7614,46.337814,35.319557,31.64029,51.757626,44.344025,77.501564,15.775999,23.863316,17.58128,22.49702,7.7801075,3.5021806,20.7712,11.5637455,12.062241,16.424828,12.828446,11.902982,19.567911,19.284071,12.782182,13.423229,20.629383,30.638998,22.954807,27.608715,12.142903,10.33961,45.35816,26.164513,23.340916,44.37711
FOXA2,1.811745,1.455701,0.87440246,1.5910504,0.58808196,0.6437947,0.64251053,0.3112297,0.5673775,0.28901312,0.5948495,2.3922586,0.19005854,5.0422792,1.331721,0.5770177,1.7536405,0.40980408,35.342506,1.1765153,34.661865,4.207074,67.1646,164.76013,82.8431,57.334366,67.91682,72.89771,121.482925,94.01105,80.17134,35.90526,12.914196,90.63823,35.54705,65.57141,1.0634197,2.582761,1.0006846,1.1004555,354.2851
HEY1,67.24818,73.37164,42.396893,75.8063,60.893513,27.29314,52.54209,53.867035,47.549355,38.009598,26.750778,60.928864,50.237637,44.328255,47.362682,32.65451,35.66809,44.57838,67.81873,90.165375,77.79466,46.859566,135.79178,266.00446,194.91942,113.07475,205.04544,159.98827,151.27927,76.68729,97.28705,45.376266,49.753124,96.753525,138.78394,320.2763,73.23558,110.89392,108.362114,134.43071,220.70602
